chr14	35221936	35344853	BAZ1A	35306783
chr14	106829592	106833706	BC011773	106831649
chr14	100746748	100749124	BC014138	100747936
chr14	19650031	19925333	BC016035	19787689.5
chr14	73650022	73650578	BC016143	73650300
chr14	19911927	19913315	BC017398	19912621
chr14	103589778	103592874	BC017818	103591326
chr14	91108983	91115232	BC028746	91112107
chr14	82071690	82089405	BC029835	82080547
chr14	105998191	106000654	BC033241	105999422
chr14	29252696	29254990	BC034423	29253843
chr14	97059069	97062079	BC035096	97060574
chr14	60706844	60712368	BC035195	60709606
chr14	56981068	57018027	BC037850	56999547
chr14	74289261	74296838	BC038204	74293049
chr14	97925206	97930496	BC038465	97927851
chr14	45552351	45553180	BC038722	45552765
chr14	96039941	96045018	BC038791	96042479
chr14	77514514	77552788	BC038792	77540651
chr14	33245371	33246852	BC039319	33246111
chr14	91163676	91165718	BC039357	91164697
chr14	92511118	92516880	BC039675	92513999
chr14	81687561	81688800	BC040628	81688180
chr14	31889963	31922089	BC041327	31906026
chr14	19880208	19925333	BC041856	19902770
chr14	103798010	103798704	BC042372	103798357
chr14	106576813	106598011	BC042994	106587412
chr14	73710725	73712687	BC044305	73711706
chr14	60180372	60182545	BC047625	60181458
chr14	61769738	61789536	BC050301	61779637
chr14	65453947	65455992	BC052775	65454969
chr14	102262243	102263248	BC062337	102262745
chr14	30083718	30085037	BC062469	30084222.5
chr14	69927248	69929103	BC062762	69928175
chr14	50467795	50469007	BC068095	50468401
chr14	77787405	77788572	BC069047	77787988
chr14	101540363	101540920	BC148240	101540641
chr14	27791205	28142425	BC148262	27966815
chr14	23569630	23574177	BC153822	23571903
chr14	99635624	99737861	BCL11B	99712292
chr14	23775970	23780968	BCL2L2	23778493.5
chr14	23775970	23795394	BCL2L2-PABPN1	23787313
chr14	96722161	96735304	BDKRB1	96726823
chr14	96671134	96710666	BDKRB2	96690859
chr14	101003483	101053750	BEGAIN	101019376
chr14	54416454	54425479	BMP4	54419433
chr14	105675622	105781914	BRF1	105699638.5
chr14	36295524	36401531	BRMS1L	36314377
chr14	105714878	105717430	BTBD6	105716065.5
chr14	93703895	93799438	BTBD7	93751640
chr14	65679610	65689065	BX161428	65684337
chr14	24391455	24403145	BX161431	24397300
chr14	36988520	36991722	BX161496	36990121
chr14	96181819	96223116	BX247990	96202467
chr14	90296175	90303007	BX247991	90299591
chr14	85991476	85996332	BX248253	85993904
chr14	41423915	41445070	BX248273	41434492
chr14	79210931	79220227	BX248745	79215579
chr14	19650031	19925333	BX248778	19787687
chr14	62027779	62037371	BX648502	62032575
chr14	76116134	76127538	C14orf1	76123130.5
chr14	57936019	57960585	C14orf105	57952992.5
chr14	23564682	23569665	C14orf119	23567078
chr14	96505660	96560417	C14orf132	96519302
chr14	93669236	93673459	C14orf142	93670737
chr14	104710541	104712473	C14orf144	104710541
chr14	91527176	91691976	C14orf159	91617935
chr14	23654525	23739870	C14orf164	23654525
chr14	52456193	52471420	C14orf166	52460008
chr14	77292715	77336645	C14orf166B	77308460
chr14	73957643	73960105	C14orf169	73958874
chr14	99177949	99184103	C14orf177	99179488
chr14	78227172	78236085	C14orf178	78234795
chr14	105046021	105056852	C14orf180	105050852.5
chr14	50448429	50474238	C14orf182	50464054.5
chr14	50550368	50559361	C14orf183	50557112.5
chr14	104378624	104394606	C14orf2	104383374
chr14	29241909	29282493	C14orf23	29244837
chr14	38080455	38510647	C14orf25	38295551
chr14	45366498	45376460	C14orf28	45371483
chr14	58466453	58764857	C14orf37	58600856
chr14	60863187	60982261	C14orf39	60954989.5
chr14	98391946	98444461	C14orf64	98428146
chr14	105452112	105465864	C14orf79	105454673.5
chr14	105956191	105965912	C14orf80	105961052
chr14	23456109	23479375	C14orf93	23465455.5
chr14	90862846	90874619	CALM1	90868972
chr14	92047040	92245414	CATSPERB	92122765
chr14	24895738	24898731	CBLN3	24897423
chr14	59971779	60043549	CCDC175	60025607.5
chr14	74486058	74549566	CCDC176	74509427
chr14	70036530	70041600	CCDC177	70039171
chr14	99977602	100070727	CCDC85C	100047263.5
chr14	91737666	91884188	CCDC88C	91844317
chr14	20779526	20801471	CCNB1IP1	20790498
chr14	99947506	100001381	CCNK	99955150.5
chr14	103398715	103523799	CDC42BPB	103461228
chr14	105475909	105487485	CDCA4	105481667
chr14	23516269	23526747	CDH24	23524154
chr14	50796310	50883179	CDKL1	50842944
chr14	54863567	54886936	CDKN3	54873181
chr14	23586513	23588825	CEBPE	23588246
chr14	80943325	81425861	CEP128	81333891
chr14	105331617	105363107	CEP170B	105347378
chr14	35179587	35184029	CFL2	35181741
chr14	54976530	55005567	CGRRF1	54990570
chr14	21853352	21924285	CHD8	21878006.5
chr14	93389425	93401638	CHGA	93392483
chr14	24678786	24685276	CHMP4A	24682031
chr14	65381078	65411309	CHURC1	65394549.5
chr14	65381078	65529373	CHURC1-FNTB	65455225
chr14	24774392	24780576	CIDEB	24776637
chr14	102808955	102829253	CINP	102821883.5
chr14	103985994	103989448	CKB	103988521.5
chr14	38723204	38725575	CLEC14A	38724981.5
chr14	95648275	95786245	CLMN	95751751.5
chr14	24974559	24977471	CMA1	24976401.5
chr14	23846016	23848981	CMTM5	23846757.5
chr14	54893646	54908148	CNIH	54900897
chr14	54893654	54908149	CNIH1	54908149
chr14	31343740	31364261	COCH	31352890.5
chr14	74416636	74429813	COQ6	74422385.5
chr14	70791797	70826448	COX16	70817785
chr14	93813536	93814702	COX8C	93813827.5
chr14	24540045	24547309	CPNE6	24543698
chr14	92588281	92630755	CPSF2	92598850.5
chr14	105953256	105955962	CRIP1	105954893
chr14	105939274	105946507	CRIP2	105943349.5
chr14	39734475	39856156	CTAGE5	39777436
chr14	66424015	66471241	CTD-2014B16.3	66471241
chr14	91709103	91717426	CTD-2547L24.3	91709103
chr14	25042723	25045466	CTSG	25044780
chr14	100150641	100193638	CYP46A1	100172196
chr14	22090010	22090721	D21847	22090365
chr14	59655380	59838123	DAAM1	59736589
chr14	59100685	59115039	DACT1	59108904
chr14	23033805	23058175	DAD1	23052074.5
chr14	24583404	24594451	DCAF11	24589218
chr14	73393039	73426411	DCAF4	73409698
chr14	69517598	69619914	DCAF5	69595162.5
chr14	29063026	29063048	DD413682	29063037
chr14	53503457	53620046	DDHD1	53546835
chr14	94517267	94547591	DDX24	94540001.5
chr14	100612752	100626500	DEGS2	100622941
chr14	24759803	24769039	DHRS1	24764327.5
chr14	24099323	24114848	DHRS2	24105875
chr14	24422795	24475617	DHRS4	24430437
chr14	24407939	24424298	DHRS4-AS1	24415665
chr14	24439082	24520586	DHRS4L1	24498401
chr14	24422964	24518020	DHRS4L2	24457384.5
chr14	60610838	60636574	DHRS7	60624030
chr14	95552564	95624347	DICER1	95579089.5
chr14	95624024	95646270	DICER1-AS1	95635147
chr14	80663867	80854100	DIO2	80675775
chr14	80677761	80921810	DIO2-AS1	80799785
chr14	102027687	102029789	DIO3	102028213
chr14	102018559	102026740	DIO3AS	102023919.5
chr14	102023635	102026740	DIO3OS	102025187
chr14	66961379	66974504	DJ031130	66967941
chr14	96741383	96743060	DKFZP434O1614	96743060
chr14	72207057	72207946	DKFZp686G1344	72207501
chr14	106053224	106330846	DKFZp686O16217	106205108.5
chr14	55614830	55658396	DLGAP5	55647505
chr14	101192042	101201539	DLK1	101197333
chr14	75348593	75370450	DLST	75355928.5
chr14	50091891	50101948	DNAAF2	50099433.5
chr14	74111577	74170435	DNAL1	74126291
chr14	73086003	73360809	DPF3	73244688
chr14	36840369	36841576	DPPA3	36840972
chr14	88623048	88623079	DQ572059	88623063
chr14	19972600	19977540	DQ573684	19976323
chr14	88621290	88621325	DQ573937	88621307
chr14	88614311	88614341	DQ574255	88614326
chr14	88630756	88630811	DQ574857	88630783
chr14	88614676	88614713	DQ574961	88614694
chr14	88614390	88614421	DQ575342	88614405
chr14	88614800	88614834	DQ576104	88614817
chr14	88633028	88633057	DQ576490	88633042
chr14	88605277	88605305	DQ576585	88605291
chr14	88616208	88616238	DQ577052	88616223
chr14	88606431	88606462	DQ577137	88606446
chr14	88604786	88604831	DQ577171	88604808
chr14	88631268	88631298	DQ577549	88631283
chr14	88601613	88601641	DQ577706	88601627
chr14	88605708	88605738	DQ577854	88605723
chr14	88614563	88614609	DQ578127	88614586
chr14	88619744	88619778	DQ578350	88619761
chr14	88624279	88624311	DQ579186	88624295
chr14	88629137	88629172	DQ579618	88629154
chr14	88604268	88604302	DQ580013	88604285
chr14	88601785	88601816	DQ580323	88601800
chr14	21971596	21971625	DQ581770	21971610
chr14	19597269	19598450	DQ582260	19597859
chr14	88624032	88624064	DQ582474	88624048
chr14	19976262	19978074	DQ582484	19977167.5
chr14	88621356	88621392	DQ583414	88621374
chr14	88623086	88623116	DQ583616	88623101
chr14	88621024	88621054	DQ584348	88621039
chr14	88599105	88599134	DQ584943	88599119
chr14	88605865	88605910	DQ587872	88605887
chr14	88630116	88630172	DQ587983	88630144
chr14	88629372	88629431	DQ588689	88629401
chr14	19596015	19601066	DQ590589	19598966
chr14	88620908	88620938	DQ591177	88620923
chr14	19596078	19602810	DQ591735	19599030
chr14	88618967	88618998	DQ592332	88618982
chr14	88608307	88608359	DQ594032	88608333
chr14	88624518	88624553	DQ594380	88624535
chr14	88608394	88608433	DQ594666	88608413
chr14	19598183	19974385	DQ595048	19603748
chr14	19595543	19598521	DQ595091	19597031.5
chr14	88625098	88626334	DQ596147	88625716
chr14	88619015	88619045	DQ596214	88619030
chr14	88631480	88631511	DQ597164	88631495
chr14	88606781	88606811	DQ597272	88606796
chr14	88605605	88605645	DQ597500	88605625
chr14	88621564	88621595	DQ598830	88621579
chr14	88601884	88601954	DQ599251	88601919
chr14	88634281	88634314	DQ599616	88634297
chr14	19596711	19600303	DQ599717	19599661
chr14	88620402	88620432	DQ601219	88620417
chr14	19662047	19663434	DQ786293	19662740
chr14	31915242	31926680	DTD2	31919310.5
chr14	102430864	102517135	DYNC1H1	102473999
chr14	34985134	35008943	EAPP	35002977
chr14	21387499	21388335	ECRP	21387917
chr14	21214051	21216539	EDDM3A	21215318
chr14	21236585	21239107	EDDM3B	21237846
chr14	90261013	90421121	EFCAB11	90383747
chr14	23825608	23834961	EFS	23832593
chr14	34393420	34931980	EGLN3	34406852
chr14	75469611	75476294	EIF2B2	75471283
chr14	67827033	67853233	EIF2S1	67833703
chr14	103799881	103811362	EIF5	103806064
chr14	106134457	106139163	ELK2AP	106137162.5
chr14	74181824	74256988	ELMSAN1	74200447
chr14	24608173	24610797	EMC9	24610141
chr14	100204030	100408397	EML1	100318832
chr14	89081173	89259096	EML5	89120661
chr14	74424712	74486026	ENTPD5	74459603
chr14	106064027	106186048	epsilon IgE	106125037.5
chr14	69846839	69865021	ERH	69858786.5
chr14	53106634	53162618	ERO1L	53149064.5
chr14	64550950	64805268	ESR2	64725698
chr14	76776957	76968180	ESRRB	76902934
chr14	100437786	100610573	EVL	100535223.5
chr14	69658193	69710737	EXD2	69684465
chr14	103566480	103576896	EXOC3L4	103569084
chr14	57669193	57735617	EXOC5	57702405
chr14	74399694	74417117	FAM161B	74410856.5
chr14	35514112	35582336	FAM177A1	35533350
chr14	45431415	45543634	FAM179B	45459531.5
chr14	94385239	94395954	FAM181A	94394820.5
chr14	94371075	94392718	FAM181A-AS1	94381896
chr14	67656109	67695267	FAM71D	67661689
chr14	45605135	45670093	FANCM	45637614
chr14	92335754	92414331	FBLN5	92374667.5
chr14	39865576	39901704	FBXO33	39892672
chr14	55738020	55893433	FBXO34	55779600
chr14	75179847	75203498	FCF1	75191047
chr14	53323986	53419153	FERMT2	53371455.5
chr14	24600674	24602058	FITM1	24601312.5
chr14	45584801	45604522	FKBP3	45599463.5
chr14	77882741	77883115	FKSG61	77882741
chr14	106304647	106331467	FLJ00382	106317555.5
chr14	106230840	106239113	FLJ00385	106234976
chr14	62037257	62121431	FLJ22447	62079344
chr14	58732082	58764855	FLJ31306	58752754
chr14	85996487	86095034	FLRT2	86045399
chr14	76044939	76114512	FLVCR2	76079725
chr14	65453438	65529373	FNTB	65472438.5
chr14	75745477	75748937	FOS	75747208
chr14	38058756	38069245	FOXA1	38061540
chr14	29235050	29239483	FOXG1	29236465
chr14	89591215	90085494	FOXN3	89917944.5
chr14	89883697	89886137	FOXN3-AS1	89884917
chr14	90042559	90043820	FOXN3-AS2	90043189
chr14	51955818	52197445	FRMD6	52169573
chr14	52116235	52118462	FRMD6-AS1	52117348
chr14	51921229	52066670	FRMD6-AS2	52016978.5
chr14	44973353	44976499	FSCB	44975704
chr14	65877309	66210839	FUT8	66044074
chr14	65877310	65879335	FUT8-AS1	65878322
chr14	31028328	31089269	G2E3	31055744
chr14	88304163	88460009	GALC	88429633.5
chr14	69725994	69821190	GALNT16	69772570
chr14	55308723	55369570	GCH1	55340951
chr14	39583427	39606177	GEMIN2	39589129.5
chr14	95999840	96011061	GLRX5	96003014
chr14	54941202	54955914	GMFB	54952195
chr14	24701647	24708448	GMPR2	24705047
chr14	52292913	52446060	GNG2	52380517
chr14	53241910	53258386	GNPNAT1	53254267
chr14	93260576	93306308	GOLGA5	93283476
chr14	76618258	76720685	GPATCH2L	76631510
chr14	63779548	63785593	GPHB5	63782570
chr14	66974124	67648525	GPHN	67280626
chr14	105515728	105531782	GPR132	105525241.5
chr14	59895739	59932059	GPR135	59925722
chr14	53019865	53104431	GPR137C	53041007
chr14	31952149	31957151	GPR33	31954650
chr14	88471467	88481155	GPR65	88476311
chr14	91698875	91720269	GPR68	91707206
chr14	65405869	65409623	GPX2	65408638.5
chr14	95234553	95236562	GSC	95236045.5
chr14	96829788	96853627	GSKIP	96842349
chr14	77787229	77797940	GSTZ1	77792584
chr14	81641795	81687575	GTF2A1	81664685
chr14	25100160	25103473	GZMB	25102634.5
chr14	25075685	25078926	GZMH	25078105
chr14	22392238	22392826	hADV14S1	22392532
chr14	22631190	23000088	hADV29S1	22723560
chr14	22694611	23016719	hADV36S1	22855665
chr14	22748987	22962976	hADV38S2	22855981
chr14	23415436	23426370	HAUS4	23420894.5
chr14	22891471	22892033	hDV102S1	22891752
chr14	22938034	22938658	hDV103S1	22938346
chr14	73945188	74025651	HEATR4	73985419
chr14	31760993	31926680	HEATR5A	31845244
chr14	31569318	31677010	HECTD1	31616499.5
chr14	100111447	100146906	HHIPL1	100123545
chr14	62162118	62214977	HIF1A	62185053.5
chr14	62213756	62215807	HIF1A-AS2	62214781
chr14	21677295	21737653	HNRNPC	21707874
chr14	23742843	23768747	HOMEZ	23755795
chr14	24740431	24768057	HP08474	24754244
chr14	102547074	102606086	HSP90AA1	102551063
chr14	65002622	65009955	HSPA2	65006288
chr14	22968668	22968732	HTJA150	22968700
chr14	22970535	22970647	HTJA84	22970591
chr14	105945707	105945729	HV555659	105945718
chr14	94571182	94583033	IFI27	94579415
chr14	94547628	94570192	IFI27L1	94552988.5
chr14	94594117	94596590	IFI27L2	94595813.5
chr14	76452095	76550416	IFT43	76500439
chr14	106170300	106170939	Ig alpha 1-[alpha]2m	106170619
chr14	35409127	35409702	IGBP1P1	35409414
chr14	106053224	106330469	IGH@	106191846
chr14	106209113	106214314	IGHCgamma1	106211713
chr14	106303098	106330469	IGHD	106316919
chr14	106066277	106330469	IGHE	106198121
chr14	106202679	106330469	IGHG1	106266574
chr14	23842017	23845612	IL25	23843814
chr14	106064223	106066546	immunoglobulin epsilon chain constant...	106065384
chr14	107034168	107035191	immunoglobulin heavy chain	107034679
chr14	105155942	105185947	INF2	105167243.5
chr14	36003247	36006260	INSM2	36004000.5
chr14	24649424	24659859	IPO4	24653984
chr14	77490885	77495042	IRF2BPL	77493998.5
chr14	24629728	24635774	IRF9	24633974
chr14	74960422	74963809	ISCA2	74960884.5
chr14	77940737	77965210	ISM2	77959091.5
chr14	93403258	93582665	ITPK1	93494011.5
chr14	93533796	93538478	ITPK1-AS1	93536137
chr14	64086261	64086281	JA429503	64086271
chr14	32954301	32954322	JA429831	32954311
chr14	104192070	104192090	JA611241	104192080
chr14	101506068	101506089	JA715142	101506078
chr14	105607317	105635161	JAG2	105621239
chr14	103766554	103766577	JB175177	103766565
chr14	60793599	60793619	JB175233	60793609
chr14	92493739	92493765	JB175279	92493752
chr14	75894419	75940814	JDP2	75917161
chr14	59951160	59972081	JKAMP	59961651.5
chr14	24037243	24048009	JPH4	24044355
chr14	98602323	98606215	JX073282	98604269
chr14	63173287	63568755	KCNH5	63433163.5
chr14	88646451	88793256	KCNK10	88718937.5
chr14	90528107	90652201	KCNK13	90559130
chr14	24898491	24910547	KHNYN	24904681
chr14	106355979	106398502	KIAA0125	106382730
chr14	70078309	70181861	KIAA0247	70104199
chr14	35591526	35786682	KIAA0391	35667569
chr14	58894102	59015549	KIAA0586	58954825
chr14	77564577	77583630	KIAA1737	77574103
chr14	104605059	104647235	KIF26A	104615603.5
chr14	104029298	104167888	KLC1	104127876
chr14	50159822	50219870	KLHDC1	50174834.5
chr14	50234326	50249909	KLHDC2	50238323.5
chr14	45393522	45511525	KLHL28	45413193.5
chr14	20896969	20903801	KLHL33	20902093
chr14	56025790	56168244	KTN1	56135396.5
chr14	56024689	56046810	KTN1-AS1	56040295.5
chr14	50704281	50778947	L2HGDH	50744911
chr14	59927081	59951148	L3HYPDH	59948284
chr14	55590828	55612148	LGALS3	55597434.5
chr14	93170151	93215047	LGMN	93192599
chr14	74551499	74667936	LIN52	74609386
chr14	106938454	106951529	LINC00221	106944991
chr14	106744268	106744966	LINC00226	106744617
chr14	66953108	66965271	LINC00238	66959189
chr14	102196773	102198862	LINC00239	102197817
chr14	95873603	95876427	LINC00341	95875015
chr14	19894368	19904572	LINC00516	19899470
chr14	56247852	56263392	LINC00520	56255622
chr14	94463615	94478041	LINC00521	94469425
chr14	101123604	101139081	LINC00523	101131342
chr14	103653557	103655365	LINC00605	103654461
chr14	36539632	36634494	LINC00609	36587063
chr14	96343108	96391908	LINC00617	96367508
chr14	104314057	104324386	LINC00637	104319221
chr14	105287537	105290055	LINC00638	105288796
chr14	39218542	39417475	LINC00639	39302314
chr14	51800110	51832275	LINC00640	51816192
chr14	21668237	21675059	LINC00641	21671298.5
chr14	90921573	90925249	LINC00642	90923411
chr14	62584074	62600903	LINC00643	62592488
chr14	28081793	28108842	LINC00645	28095317
chr14	48234155	48264217	LINC00648	48249186
chr14	46533361	46971104	LINC00871	46854032
chr14	85860222	85886418	LINC00911	85873329
chr14	98098983	98152995	LOC100129345	98125989
chr14	39734906	39736265	LOC100288846	39735585
chr14	70232999	70234430	LOC100289511	70233714
chr14	31345384	31359014	LOC100506071	31352199
chr14	65556635	65561029	LOC100506321	65558832
chr14	50474030	50507947	LOC100506499	50498222
chr14	19670791	19681016	LOC101101776	19675903
chr14	71954577	71956420	LOC145474	71955498
chr14	87372121	87389099	LOC283585	87380610
chr14	88490893	88553688	LOC283587	88522290
chr14	19407014	19410111	LOC642426	19408562
chr14	75761106	75763111	LOC731223	75762108
chr14	107258704	107259792	LOC90925	107259248
chr14	42076763	42373752	LRFN5	42225257
chr14	23340822	23350789	LRP10	23344125
chr14	50065414	50081390	LRR1	50070266
chr14	24521205	24538937	LRRC16B	24530071
chr14	60386430	60530277	LRRC9	60422392
chr14	24780704	24787242	LTB4R	24784777
chr14	24779356	24781259	LTB4R2	24780357.5
chr14	74964873	75079306	LTBP2	75050632.5
chr14	71189243	71276251	MAP3K9	71235370
chr14	50885210	51027844	MAP4K5	50947552
chr14	55518349	55536912	MAPK1IP1L	55522992.5
chr14	103851700	103970168	MARK3	103941593
chr14	65472818	65569413	MAX	65556623.5
chr14	36767763	36789882	MBIP	36784352
chr14	47308827	48144157	MDGA2	47717935
chr14	24681944	24685276	MDP1	24683945
chr14	71047974	71067384	MED6	71063322
chr14	101292444	101327360	MEG3	101311026
chr14	101292620	101292707	MEG3_1	101292663
chr14	101361106	101373305	MEG8	101367205
chr14	101536247	101539273	MEG9	101537760
chr14	21897665	71915676	Metazoa_SRP	59273759
chr14	21457929	21465194	METTL17	21460597.5
chr14	50575349	50583297	METTL21D	50579234.5
chr14	21966281	21979517	METTL3	21974315
chr14	50087488	50090199	MGAT2	50088166
chr14	39699435	39722575	MIA2	39710265
chr14	101282377	101282581	Mico1	101282479
chr14	37667117	38021566	MIPOL1	37831621
chr14	101490878	101532849	Mir_154	101503672.5
chr14	99289908	99289999	Mir_320	99289953
chr14	100575991	100576090	Mir_342	100576040
chr14	101377475	101377554	Mir_370	101377514
chr14	77190665	77190752	Mir_384	77190708
chr14	101514994	101515085	Mir_544	101515039
chr14	26641372	85652016	Mir_548	62266589.5
chr14	65937819	65937904	Mir_625	65937861
chr14	58080535	82457669	Mir_633	70269102
chr14	101506162	101506271	Mir_654	101506216
chr14	32770782	32770861	Mir_684	32770821
chr14	101509313	101509398	MIR1185-1	101509355
chr14	101510534	101510619	MIR1185-2	101510576
chr14	101496388	101496466	MIR1193	101496427
chr14	101491900	101491988	MIR1197	101491944
chr14	102026623	102026759	MIR1247	102026691
chr14	77732560	77732633	MIR1260A	77732596
chr14	101349315	101349412	MIR127	101349363
chr14	101521023	101521096	MIR134	101521059
chr14	101351038	101351120	MIR136	101351079
chr14	101526091	101526175	MIR154	101526133
chr14	104583741	104583851	MIR203	104583796
chr14	23857804	23857875	MIR208A	23857839
chr14	23887195	23887272	MIR208B	23887233
chr14	101280827	101280911	MIR2392	101280869
chr14	101490130	101490193	MIR299	101490161
chr14	101507699	101507781	MIR300	101507740
chr14	95604255	95604323	MIR3173	95604289
chr14	101492068	101492154	MIR323A	101492111
chr14	101522555	101522637	MIR323B	101522596
chr14	101493121	101493201	MIR329-1	101493161
chr14	101493436	101493520	MIR329-2	101493478
chr14	101340829	101340922	MIR337	101340875
chr14	100774195	100774293	MIR345	100774244
chr14	104583754	104583840	MIR3545	104583797
chr14	101531934	101532004	MIR369	101531969
chr14	101507118	101507186	MIR376A1	101507152
chr14	101506405	101506485	MIR376A2	101506445
chr14	101506772	101506872	MIR376B	101506822
chr14	101506026	101506092	MIR376C	101506059
chr14	101528386	101528455	MIR377	101528420
chr14	101488402	101488469	MIR379	101488435
chr14	101491353	101491414	MIR380	101491383
chr14	101512256	101512331	MIR381	101512293
chr14	101520642	101520718	MIR382	101520680
chr14	101531636	101531715	MIR409	101531675
chr14	101532248	101532328	MIR410	101532288
chr14	101489661	101489757	MIR411	101489709
chr14	101531783	101531874	MIR412	101531828
chr14	27377847	27377931	MIR4307	27377889
chr14	55344830	55344911	MIR4308	55344870
chr14	103005980	103006063	MIR4309	103006021
chr14	101347343	101347457	MIR431	101347400
chr14	101350819	101350913	MIR432	101350866
